time_id,time,week,hour,weekDays,number
10576,2020/12/25 21:31,4,21,1,0
10577,2020/12/25 21:36,4,21,1,0
10578,2020/12/25 21:41,4,21,1,0
10579,2020/12/25 21:46,4,21,1,0
10580,2020/12/25 21:51,4,21,1,0
10581,2020/12/25 21:56,4,21,1,0
10582,2020/12/25 22:01,4,22,1,0
10583,2020/12/25 22:06,4,22,1,0
10584,2020/12/25 22:11,4,22,1,0
10585,2020/12/25 22:17,4,22,1,0
10586,2020/12/25 22:22,4,22,1,0
10587,2020/12/25 22:27,4,22,1,0
10588,2020/12/25 22:32,4,22,1,0
10589,2020/12/25 22:37,4,22,1,0
10590,2020/12/25 22:42,4,22,1,0
10591,2020/12/25 22:47,4,22,1,0
10592,2020/12/25 22:52,4,22,1,0
10593,2020/12/25 22:57,4,22,1,0
10594,2020/12/25 23:02,4,23,1,0
10595,2020/12/25 23:08,4,23,1,0
10596,2020/12/25 23:13,4,23,1,0
10597,2020/12/25 23:18,4,23,1,0
10598,2020/12/25 23:23,4,23,1,0
10599,2020/12/25 23:28,4,23,1,0
10600,2020/12/25 23:33,4,23,1,0
10601,2020/12/25 23:38,4,23,1,0
10602,2020/12/25 23:43,4,23,1,0
10603,2020/12/25 23:48,4,23,1,0
10604,2020/12/25 23:53,4,23,1,0
10605,2020/12/25 23:59,4,23,1,0
10606,2020/12/26 0:04,5,0,0,0
10607,2020/12/26 0:09,5,0,0,0
10608,2020/12/26 0:14,5,0,0,0
10609,2020/12/26 0:19,5,0,0,0
10610,2020/12/26 0:24,5,0,0,0
10611,2020/12/26 0:29,5,0,0,0
10612,2020/12/26 0:34,5,0,0,0
10613,2020/12/26 0:39,5,0,0,0
10614,2020/12/26 0:44,5,0,0,0
10615,2020/12/26 0:50,5,0,0,0
10616,2020/12/26 0:55,5,0,0,0
10617,2020/12/26 1:00,5,1,0,0
10618,2020/12/26 1:05,5,1,0,0
10619,2020/12/26 1:10,5,1,0,0
10620,2020/12/26 1:15,5,1,0,0
10621,2020/12/26 1:20,5,1,0,0
10622,2020/12/26 1:25,5,1,0,0
10623,2020/12/26 1:30,5,1,0,0
10624,2020/12/26 1:35,5,1,0,0
10625,2020/12/26 1:41,5,1,0,0
10626,2020/12/26 1:46,5,1,0,0
10627,2020/12/26 1:51,5,1,0,0
10628,2020/12/26 1:56,5,1,0,0
10629,2020/12/26 2:01,5,2,0,0
10630,2020/12/26 2:06,5,2,0,0
10631,2020/12/26 2:11,5,2,0,0
10632,2020/12/26 2:16,5,2,0,0
10633,2020/12/26 2:21,5,2,0,0
10634,2020/12/26 2:26,5,2,0,0
10635,2020/12/26 2:31,5,2,0,0
10636,2020/12/26 2:37,5,2,0,0
10637,2020/12/26 2:42,5,2,0,0
10638,2020/12/26 2:47,5,2,0,0
10639,2020/12/26 2:52,5,2,0,0
10640,2020/12/26 2:57,5,2,0,0
10641,2020/12/26 3:02,5,3,0,0
10642,2020/12/26 3:07,5,3,0,0
10643,2020/12/26 3:12,5,3,0,0
10644,2020/12/26 3:17,5,3,0,0
10645,2020/12/26 3:22,5,3,0,0
10646,2020/12/26 3:28,5,3,0,0
10647,2020/12/26 3:33,5,3,0,0
10648,2020/12/26 3:38,5,3,0,0
10649,2020/12/26 3:43,5,3,0,0
10650,2020/12/26 3:48,5,3,0,0
10651,2020/12/26 3:53,5,3,0,0
10652,2020/12/26 3:58,5,3,0,0
10653,2020/12/26 4:03,5,4,0,0
10654,2020/12/26 4:08,5,4,0,0
10655,2020/12/26 4:13,5,4,0,0
10656,2020/12/26 4:19,5,4,0,0
10657,2020/12/26 4:24,5,4,0,0
10658,2020/12/26 4:29,5,4,0,0
10659,2020/12/26 4:34,5,4,0,0
10660,2020/12/26 4:39,5,4,0,0
10661,2020/12/26 4:44,5,4,0,0
10662,2020/12/26 4:49,5,4,0,0
10663,2020/12/26 4:54,5,4,0,0
10664,2020/12/26 4:59,5,4,0,0
10665,2020/12/26 5:04,5,5,0,0
10666,2020/12/26 5:10,5,5,0,0
10667,2020/12/26 5:15,5,5,0,0
10668,2020/12/26 5:20,5,5,0,0
10669,2020/12/26 5:25,5,5,0,0
10670,2020/12/26 5:30,5,5,0,0
10671,2020/12/26 5:35,5,5,0,0
10672,2020/12/26 5:40,5,5,0,0
10673,2020/12/26 5:45,5,5,0,0
10674,2020/12/26 5:50,5,5,0,0
10675,2020/12/26 5:55,5,5,0,0
10676,2020/12/26 6:01,5,6,0,0
10677,2020/12/26 6:06,5,6,0,0
10678,2020/12/26 6:11,5,6,0,0
10679,2020/12/26 6:16,5,6,0,0
10680,2020/12/26 6:21,5,6,0,0
10681,2020/12/26 6:26,5,6,0,0
10682,2020/12/26 6:31,5,6,0,0
10683,2020/12/26 6:36,5,6,0,0
10684,2020/12/26 6:41,5,6,0,0
10685,2020/12/26 6:46,5,6,0,0
10686,2020/12/26 6:52,5,6,0,0
10687,2020/12/26 6:57,5,6,0,0
10688,2020/12/26 7:02,5,7,0,0
10689,2020/12/26 7:07,5,7,0,0
10690,2020/12/26 7:12,5,7,0,0
10691,2020/12/26 7:17,5,7,0,0
10692,2020/12/26 7:22,5,7,0,0
10693,2020/12/26 7:27,5,7,0,0
10694,2020/12/26 7:32,5,7,0,0
10695,2020/12/26 7:37,5,7,0,0
10696,2020/12/26 7:43,5,7,0,0
10697,2020/12/26 7:48,5,7,0,0
10698,2020/12/26 7:53,5,7,0,0
10699,2020/12/26 7:58,5,7,0,0
10700,2020/12/26 8:03,5,8,0,0
10701,2020/12/26 8:08,5,8,0,0
10702,2020/12/26 8:13,5,8,0,0
10703,2020/12/26 8:18,5,8,0,0
10704,2020/12/26 8:23,5,8,0,0
10705,2020/12/26 8:28,5,8,0,0
10706,2020/12/26 8:34,5,8,0,0
10707,2020/12/26 8:39,5,8,0,0
10708,2020/12/26 8:44,5,8,0,0
10709,2020/12/26 8:49,5,8,0,0
10710,2020/12/26 8:54,5,8,0,0
10711,2020/12/26 8:59,5,8,0,0
10712,2020/12/26 9:04,5,9,0,0
10713,2020/12/26 9:09,5,9,0,0
10714,2020/12/26 9:14,5,9,0,0
10715,2020/12/26 9:19,5,9,0,0
10716,2020/12/26 9:24,5,9,0,0
10717,2020/12/26 9:30,5,9,0,0
10718,2020/12/26 9:35,5,9,0,0
10719,2020/12/26 9:40,5,9,0,0
10720,2020/12/26 9:45,5,9,0,0
10721,2020/12/26 9:50,5,9,0,0
10722,2020/12/26 9:55,5,9,0,0
10723,2020/12/26 10:00,5,10,0,0
10724,2020/12/26 10:05,5,10,0,0
10725,2020/12/26 10:10,5,10,0,0
10726,2020/12/26 10:15,5,10,0,0
10727,2020/12/26 10:21,5,10,0,0
10728,2020/12/26 10:26,5,10,0,0
10729,2020/12/26 10:31,5,10,0,0
10730,2020/12/26 10:36,5,10,0,0
10731,2020/12/26 10:41,5,10,0,0
10732,2020/12/26 10:46,5,10,0,0
10733,2020/12/26 10:51,5,10,0,0
10734,2020/12/26 10:56,5,10,0,0
10735,2020/12/26 11:01,5,11,0,0
10736,2020/12/26 11:06,5,11,0,0
10737,2020/12/26 11:12,5,11,0,0
10738,2020/12/26 11:17,5,11,0,0
10739,2020/12/26 11:22,5,11,0,0
10740,2020/12/26 11:27,5,11,0,0
10741,2020/12/26 11:32,5,11,0,0
10742,2020/12/26 11:37,5,11,0,0
10743,2020/12/26 11:42,5,11,0,0
10744,2020/12/26 11:47,5,11,0,0
10745,2020/12/26 11:52,5,11,0,0
10746,2020/12/26 11:57,5,11,0,0
10747,2020/12/26 12:02,5,12,0,0
10748,2020/12/26 12:08,5,12,0,0
10749,2020/12/26 12:13,5,12,0,0
10750,2020/12/26 12:18,5,12,0,0
10751,2020/12/26 12:23,5,12,0,0
10752,2020/12/26 12:28,5,12,0,0
10753,2020/12/26 12:33,5,12,0,0
10754,2020/12/26 12:38,5,12,0,0
10755,2020/12/26 12:43,5,12,0,0
10756,2020/12/26 12:48,5,12,0,0
10757,2020/12/26 12:53,5,12,0,0
10758,2020/12/26 12:59,5,12,0,0
10759,2020/12/26 13:04,5,13,0,0
10760,2020/12/26 13:09,5,13,0,0
10761,2020/12/26 13:14,5,13,0,0
10762,2020/12/26 13:19,5,13,0,0
10763,2020/12/26 13:24,5,13,0,0
10764,2020/12/26 13:29,5,13,0,0
10765,2020/12/26 13:34,5,13,0,0
10766,2020/12/26 13:39,5,13,0,0
10767,2020/12/26 13:44,5,13,0,0
10768,2020/12/26 13:50,5,13,0,0
10769,2020/12/26 13:55,5,13,0,0
10770,2020/12/26 14:00,5,14,0,0
10771,2020/12/26 14:05,5,14,0,0
10772,2020/12/26 14:10,5,14,0,0
10773,2020/12/26 14:15,5,14,0,0
10774,2020/12/26 14:20,5,14,0,0
10775,2020/12/26 14:25,5,14,0,0
10776,2020/12/26 14:30,5,14,0,0
10777,2020/12/26 14:35,5,14,0,0
10778,2020/12/26 14:41,5,14,0,0
10779,2020/12/26 14:46,5,14,0,0
10780,2020/12/26 14:51,5,14,0,0
10781,2020/12/26 14:56,5,14,0,0
10782,2020/12/26 15:01,5,15,0,0
10783,2020/12/26 15:06,5,15,0,0
10784,2020/12/26 15:11,5,15,0,0
10785,2020/12/26 15:16,5,15,0,0
10786,2020/12/26 15:21,5,15,0,0
10787,2020/12/26 15:26,5,15,0,0
10788,2020/12/26 15:32,5,15,0,0
10789,2020/12/26 15:37,5,15,0,0
10790,2020/12/26 15:42,5,15,0,0
10791,2020/12/26 15:47,5,15,0,0
10792,2020/12/26 15:52,5,15,0,0
10793,2020/12/26 15:57,5,15,0,0
10794,2020/12/26 16:02,5,16,0,0
10795,2020/12/26 16:07,5,16,0,0
10796,2020/12/26 16:12,5,16,0,0
10797,2020/12/26 16:17,5,16,0,0
10798,2020/12/26 16:23,5,16,0,0
10799,2020/12/26 16:28,5,16,0,0
10800,2020/12/26 16:33,5,16,0,0
10801,2020/12/26 16:38,5,16,0,0
10802,2020/12/26 16:43,5,16,0,0
10803,2020/12/26 16:48,5,16,0,0
10804,2020/12/26 16:53,5,16,0,0
10805,2020/12/26 16:58,5,16,0,0
10806,2020/12/26 17:03,5,17,0,0
10807,2020/12/26 17:08,5,17,0,0
10808,2020/12/26 17:13,5,17,0,0
10809,2020/12/26 17:19,5,17,0,0
10810,2020/12/26 17:24,5,17,0,0
10811,2020/12/26 17:29,5,17,0,0
10812,2020/12/26 17:34,5,17,0,0
10813,2020/12/26 17:39,5,17,0,0
10814,2020/12/26 17:44,5,17,0,0
10815,2020/12/26 17:49,5,17,0,0
10816,2020/12/26 17:54,5,17,0,0
10817,2020/12/26 17:59,5,17,0,0
10818,2020/12/26 18:05,5,18,0,0
10819,2020/12/26 18:10,5,18,0,0
10820,2020/12/26 18:15,5,18,0,0
10821,2020/12/26 18:20,5,18,0,0
10822,2020/12/26 18:25,5,18,0,0
10823,2020/12/26 18:30,5,18,0,0
10824,2020/12/26 18:35,5,18,0,0
10825,2020/12/26 18:40,5,18,0,0
10826,2020/12/26 18:45,5,18,0,0
10827,2020/12/26 18:50,5,18,0,0
10828,2020/12/26 18:55,5,18,0,0
10829,2020/12/26 19:01,5,19,0,0
10830,2020/12/26 19:06,5,19,0,0
10831,2020/12/26 19:11,5,19,0,0
10832,2020/12/26 19:16,5,19,0,0
10833,2020/12/26 19:21,5,19,0,0
10834,2020/12/26 19:26,5,19,0,0
10835,2020/12/26 19:31,5,19,0,0
10836,2020/12/26 19:36,5,19,0,0
10837,2020/12/26 19:41,5,19,0,0
10838,2020/12/26 19:47,5,19,0,0
10839,2020/12/26 19:52,5,19,0,0
10840,2020/12/26 19:57,5,19,0,0
10841,2020/12/26 20:02,5,20,0,0
10842,2020/12/26 20:07,5,20,0,0
10843,2020/12/26 20:12,5,20,0,0
10844,2020/12/26 20:17,5,20,0,0
10845,2020/12/26 20:22,5,20,0,0
10846,2020/12/26 20:27,5,20,0,0
10847,2020/12/26 20:32,5,20,0,0
10848,2020/12/26 20:37,5,20,0,0
10849,2020/12/26 20:43,5,20,0,0
10850,2020/12/26 20:48,5,20,0,0
10851,2020/12/26 20:53,5,20,0,0
10852,2020/12/26 20:58,5,20,0,0
10853,2020/12/26 21:03,5,21,0,0
10854,2020/12/26 21:08,5,21,0,0
10855,2020/12/26 21:13,5,21,0,0
10856,2020/12/26 21:18,5,21,0,0
10857,2020/12/26 21:23,5,21,0,0
10858,2020/12/26 21:29,5,21,0,0
10859,2020/12/26 21:34,5,21,0,0
10860,2020/12/26 21:39,5,21,0,0
10861,2020/12/26 21:44,5,21,0,0
10862,2020/12/26 21:49,5,21,0,0
10863,2020/12/26 21:54,5,21,0,0
10864,2020/12/26 21:59,5,21,0,0
10865,2020/12/26 22:04,5,22,0,0
10866,2020/12/26 22:09,5,22,0,0
10867,2020/12/26 22:14,5,22,0,0
10868,2020/12/26 22:20,5,22,0,0
10869,2020/12/26 22:25,5,22,0,0
10870,2020/12/26 22:30,5,22,0,0
10871,2020/12/26 22:35,5,22,0,0
10872,2020/12/26 22:40,5,22,0,0
10873,2020/12/26 22:45,5,22,0,0
10874,2020/12/26 22:50,5,22,0,0
10875,2020/12/26 22:55,5,22,0,0
10876,2020/12/26 23:00,5,23,0,0
10877,2020/12/26 23:05,5,23,0,0
10878,2020/12/26 23:11,5,23,0,0
10879,2020/12/26 23:16,5,23,0,0
10880,2020/12/26 23:21,5,23,0,0
10881,2020/12/26 23:26,5,23,0,0
10882,2020/12/26 23:31,5,23,0,0
10883,2020/12/26 23:36,5,23,0,0
10884,2020/12/26 23:41,5,23,0,0
10885,2020/12/26 23:46,5,23,0,0
10886,2020/12/26 23:51,5,23,0,0
10887,2020/12/26 23:56,5,23,0,0
10888,2020/12/27 0:02,6,0,0,0
10889,2020/12/27 0:07,6,0,0,0
10890,2020/12/27 0:12,6,0,0,0
10891,2020/12/27 0:17,6,0,0,0
10892,2020/12/27 0:22,6,0,0,0
10893,2020/12/27 0:27,6,0,0,0
10894,2020/12/27 0:32,6,0,0,0
10895,2020/12/27 0:37,6,0,0,0
10896,2020/12/27 0:42,6,0,0,0
10897,2020/12/27 0:47,6,0,0,0
10898,2020/12/27 0:53,6,0,0,0
10899,2020/12/27 0:58,6,0,0,0
10900,2020/12/27 1:03,6,1,0,0
10901,2020/12/27 1:08,6,1,0,0
10902,2020/12/27 1:13,6,1,0,0
10903,2020/12/27 1:18,6,1,0,0
10904,2020/12/27 1:23,6,1,0,0
10905,2020/12/27 1:28,6,1,0,0
10906,2020/12/27 1:33,6,1,0,0
10907,2020/12/27 1:38,6,1,0,0
10908,2020/12/27 1:43,6,1,0,0
10909,2020/12/27 1:49,6,1,0,0
10910,2020/12/27 1:54,6,1,0,0
10911,2020/12/27 1:59,6,1,0,0
10912,2020/12/27 2:04,6,2,0,0
10913,2020/12/27 2:09,6,2,0,0
10914,2020/12/27 2:14,6,2,0,0
10915,2020/12/27 2:19,6,2,0,0
10916,2020/12/27 2:24,6,2,0,0
10917,2020/12/27 2:29,6,2,0,0
10918,2020/12/27 2:34,6,2,0,0
10919,2020/12/27 2:40,6,2,0,0
10920,2020/12/27 2:45,6,2,0,0
10921,2020/12/27 2:50,6,2,0,0
10922,2020/12/27 2:55,6,2,0,0
10923,2020/12/27 3:00,6,3,0,0
10924,2020/12/27 3:05,6,3,0,0
10925,2020/12/27 3:10,6,3,0,0
10926,2020/12/27 3:15,6,3,0,0
10927,2020/12/27 3:20,6,3,0,0
10928,2020/12/27 3:25,6,3,0,0
10929,2020/12/27 3:31,6,3,0,0
10930,2020/12/27 3:36,6,3,0,0
10931,2020/12/27 3:41,6,3,0,0
10932,2020/12/27 3:46,6,3,0,0
10933,2020/12/27 3:51,6,3,0,0
10934,2020/12/27 3:56,6,3,0,0
10935,2020/12/27 4:01,6,4,0,0
10936,2020/12/27 4:06,6,4,0,0
10937,2020/12/27 4:11,6,4,0,0
10938,2020/12/27 4:16,6,4,0,0
10939,2020/12/27 4:21,6,4,0,0
10940,2020/12/27 4:27,6,4,0,0
10941,2020/12/27 4:32,6,4,0,0
10942,2020/12/27 4:37,6,4,0,0
10943,2020/12/27 4:42,6,4,0,0
10944,2020/12/27 4:47,6,4,0,0
10945,2020/12/27 4:52,6,4,0,0
10946,2020/12/27 4:57,6,4,0,0
10947,2020/12/27 5:02,6,5,0,0
10948,2020/12/27 5:07,6,5,0,0
10949,2020/12/27 5:13,6,5,0,0
10950,2020/12/27 5:18,6,5,0,0
10951,2020/12/27 5:23,6,5,0,0
10952,2020/12/27 5:28,6,5,0,0
10953,2020/12/27 5:33,6,5,0,0
10954,2020/12/27 5:38,6,5,0,0
10955,2020/12/27 5:43,6,5,0,0
10956,2020/12/27 5:48,6,5,0,0
10957,2020/12/27 5:53,6,5,0,0
10958,2020/12/27 5:58,6,5,0,0
10959,2020/12/27 6:04,6,6,0,0
10960,2020/12/27 6:09,6,6,0,0
10961,2020/12/27 6:14,6,6,0,0
10962,2020/12/27 6:19,6,6,0,0
10963,2020/12/27 6:24,6,6,0,0
10964,2020/12/27 6:29,6,6,0,0
10965,2020/12/27 6:34,6,6,0,0
10966,2020/12/27 6:39,6,6,0,0
10967,2020/12/27 6:44,6,6,0,0
10968,2020/12/27 6:49,6,6,0,0
10969,2020/12/27 6:55,6,6,0,0
10970,2020/12/27 7:00,6,7,0,0
10971,2020/12/27 7:05,6,7,0,0
10972,2020/12/27 7:10,6,7,0,0
10973,2020/12/27 7:15,6,7,0,0
10974,2020/12/27 7:20,6,7,0,0
10975,2020/12/27 7:25,6,7,0,0
10976,2020/12/27 7:30,6,7,0,0
10977,2020/12/27 7:35,6,7,0,0
10978,2020/12/27 7:40,6,7,0,0
10979,2020/12/27 7:46,6,7,0,0
10980,2020/12/27 7:51,6,7,0,0
10981,2020/12/27 7:56,6,7,0,0
10982,2020/12/27 8:01,6,8,0,0
10983,2020/12/27 8:06,6,8,0,0
10984,2020/12/27 8:11,6,8,0,0
10985,2020/12/27 8:16,6,8,0,0
10986,2020/12/27 8:21,6,8,0,0
10987,2020/12/27 8:26,6,8,0,0
10988,2020/12/27 8:31,6,8,0,0
10989,2020/12/27 8:36,6,8,0,0
10990,2020/12/27 8:42,6,8,0,0
10991,2020/12/27 8:47,6,8,0,0
10992,2020/12/27 8:52,6,8,0,0
10993,2020/12/27 8:57,6,8,0,0
10994,2020/12/27 9:02,6,9,0,0
10995,2020/12/27 9:07,6,9,0,0
10996,2020/12/27 9:12,6,9,0,0
10997,2020/12/27 9:17,6,9,0,0
10998,2020/12/27 9:22,6,9,0,0
10999,2020/12/27 9:27,6,9,0,0
11000,2020/12/27 9:33,6,9,0,0
11001,2020/12/27 9:38,6,9,0,0
11002,2020/12/27 9:43,6,9,0,0
11003,2020/12/27 9:48,6,9,0,0
11004,2020/12/27 9:53,6,9,0,0
11005,2020/12/27 9:58,6,9,0,0
11006,2020/12/27 10:03,6,10,0,0
11007,2020/12/27 10:08,6,10,0,0
11008,2020/12/27 10:13,6,10,0,0
11009,2020/12/27 10:18,6,10,0,0
11010,2020/12/27 10:24,6,10,0,0
11011,2020/12/27 10:29,6,10,0,0
11012,2020/12/27 10:34,6,10,0,0
11013,2020/12/27 10:39,6,10,0,0
11014,2020/12/27 10:44,6,10,0,0
11015,2020/12/27 10:49,6,10,0,0
11016,2020/12/27 10:54,6,10,0,0
11017,2020/12/27 10:59,6,10,0,0
11018,2020/12/27 11:04,6,11,0,0
11019,2020/12/27 11:09,6,11,0,0
11020,2020/12/27 11:15,6,11,0,0
11021,2020/12/27 11:20,6,11,0,0
11022,2020/12/27 11:25,6,11,0,0
11023,2020/12/27 11:30,6,11,0,0
11024,2020/12/27 11:35,6,11,0,0
11025,2020/12/27 11:40,6,11,0,0
11026,2020/12/27 11:45,6,11,0,0
11027,2020/12/27 11:50,6,11,0,0
11028,2020/12/27 11:55,6,11,0,0
11029,2020/12/27 12:00,6,12,0,0
11030,2020/12/27 12:06,6,12,0,0
11031,2020/12/27 12:11,6,12,0,0
11032,2020/12/27 12:16,6,12,0,0
11033,2020/12/27 12:21,6,12,0,0
11034,2020/12/27 12:26,6,12,0,0
11035,2020/12/27 12:31,6,12,0,0
11036,2020/12/27 12:36,6,12,0,0
11037,2020/12/27 12:41,6,12,0,0
11038,2020/12/27 12:46,6,12,0,0
11039,2020/12/27 12:51,6,12,0,0
11040,2020/12/27 12:56,6,12,0,0
11041,2020/12/27 13:02,6,13,0,0
11042,2020/12/27 13:07,6,13,0,0
11043,2020/12/27 13:12,6,13,0,0
11044,2020/12/27 13:17,6,13,0,0
11045,2020/12/27 13:22,6,13,0,0
11046,2020/12/27 13:27,6,13,0,0
11047,2020/12/27 13:32,6,13,0,0
11048,2020/12/27 13:37,6,13,0,0
11049,2020/12/27 13:42,6,13,0,0
11050,2020/12/27 13:47,6,13,0,0
11051,2020/12/27 13:53,6,13,0,0
11052,2020/12/27 13:58,6,13,0,0
11053,2020/12/27 14:03,6,14,0,0
11054,2020/12/27 14:08,6,14,0,0
11055,2020/12/27 14:13,6,14,0,0
11056,2020/12/27 14:18,6,14,0,0
11057,2020/12/27 14:23,6,14,0,0
11058,2020/12/27 14:28,6,14,0,0
11059,2020/12/27 14:33,6,14,0,0
11060,2020/12/27 14:38,6,14,0,0
11061,2020/12/27 14:44,6,14,0,0
11062,2020/12/27 14:49,6,14,0,0
11063,2020/12/27 14:54,6,14,0,0
11064,2020/12/27 14:59,6,14,0,0
11065,2020/12/27 15:04,6,15,0,0
11066,2020/12/27 15:09,6,15,0,0
11067,2020/12/27 15:14,6,15,0,0
11068,2020/12/27 15:19,6,15,0,0
11069,2020/12/27 15:24,6,15,0,0
11070,2020/12/27 15:29,6,15,0,0
11071,2020/12/27 15:35,6,15,0,0
11072,2020/12/27 15:40,6,15,0,0
11073,2020/12/27 15:45,6,15,0,0
11074,2020/12/27 15:50,6,15,0,0
11075,2020/12/27 15:55,6,15,0,0
11076,2020/12/27 16:00,6,16,0,0
11077,2020/12/27 16:05,6,16,0,0
11078,2020/12/27 16:10,6,16,0,0
11079,2020/12/27 16:15,6,16,0,0
11080,2020/12/27 16:20,6,16,0,0
11081,2020/12/27 16:26,6,16,0,0
11082,2020/12/27 16:31,6,16,0,0
11083,2020/12/27 16:36,6,16,0,0
11084,2020/12/27 16:41,6,16,0,0
11085,2020/12/27 16:46,6,16,0,0
11086,2020/12/27 16:51,6,16,0,0
11087,2020/12/27 16:56,6,16,0,0
11088,2020/12/27 17:01,6,17,0,0
11089,2020/12/27 17:06,6,17,0,0
11090,2020/12/27 17:11,6,17,0,0
11091,2020/12/27 17:17,6,17,0,0
11092,2020/12/27 17:22,6,17,0,0
11093,2020/12/27 17:27,6,17,0,0
11094,2020/12/27 17:32,6,17,0,0
11095,2020/12/27 17:37,6,17,0,0
11096,2020/12/27 17:42,6,17,0,0
11097,2020/12/27 17:47,6,17,0,0
11098,2020/12/27 17:52,6,17,0,0
11099,2020/12/27 17:57,6,17,0,0
11100,2020/12/27 18:02,6,18,0,0
11101,2020/12/27 18:07,6,18,0,0
11102,2020/12/27 18:13,6,18,0,0
11103,2020/12/27 18:18,6,18,0,0
11104,2020/12/27 18:23,6,18,0,0
11105,2020/12/27 18:28,6,18,0,0
11106,2020/12/27 18:33,6,18,0,0
11107,2020/12/27 18:38,6,18,0,0
11108,2020/12/27 18:43,6,18,0,0
11109,2020/12/27 18:48,6,18,0,0
11110,2020/12/27 18:53,6,18,0,0
11111,2020/12/27 18:58,6,18,0,0
11112,2020/12/27 19:04,6,19,0,0
11113,2020/12/27 19:09,6,19,0,0
11114,2020/12/27 19:14,6,19,0,0
11115,2020/12/27 19:19,6,19,0,0
11116,2020/12/27 19:24,6,19,0,0
11117,2020/12/27 19:29,6,19,0,0
11118,2020/12/27 19:34,6,19,0,0
11119,2020/12/27 19:39,6,19,0,0
11120,2020/12/27 19:44,6,19,0,0
11121,2020/12/27 19:49,6,19,0,0
11122,2020/12/27 19:55,6,19,0,0
11123,2020/12/27 20:00,6,20,0,0
11124,2020/12/27 20:05,6,20,0,0
11125,2020/12/27 20:10,6,20,0,0
11126,2020/12/27 20:15,6,20,0,0
11127,2020/12/27 20:20,6,20,0,0
11128,2020/12/27 20:25,6,20,0,0
11129,2020/12/27 20:30,6,20,0,0
11130,2020/12/27 20:35,6,20,0,0
11131,2020/12/27 20:40,6,20,0,0
11132,2020/12/27 20:46,6,20,0,0
11133,2020/12/27 20:51,6,20,0,0
11134,2020/12/27 20:56,6,20,0,0
11135,2020/12/27 21:01,6,21,0,0
11136,2020/12/27 21:06,6,21,0,0
11137,2020/12/27 21:11,6,21,0,0
11138,2020/12/27 21:16,6,21,0,0
11139,2020/12/27 21:21,6,21,0,0
11140,2020/12/27 21:26,6,21,0,0
11141,2020/12/27 21:31,6,21,0,0
11142,2020/12/27 21:37,6,21,0,0
11143,2020/12/27 21:42,6,21,0,0
11144,2020/12/27 21:47,6,21,0,0
11145,2020/12/27 21:52,6,21,0,0
11146,2020/12/27 21:57,6,21,0,0
11147,2020/12/27 22:02,6,22,0,0
11148,2020/12/27 22:07,6,22,0,0
11149,2020/12/27 22:12,6,22,0,0
11150,2020/12/27 22:17,6,22,0,0
11151,2020/12/27 22:22,6,22,0,0
11152,2020/12/27 22:28,6,22,0,0
11153,2020/12/27 22:33,6,22,0,0
